entrada_id,fuente,campo_destino,columna_original,valor_constante,formato_fecha,origen_excel,candidatos_revisar
ENTRADA_0001,exposures,exposure_name,,,,,[]
ENTRADA_0001,exposures,exposure_value,,,,,[]
ENTRADA_0002,employment,company,,,,,[]
ENTRADA_0002,employment,person_id,,,,,[]
ENTRADA_0002,employment,spell_id,,,,,[]
ENTRADA_0002,employment,start_date,,,,,[]
ENTRADA_0002,employment,end_date,,,,,[]
ENTRADA_0002,employment,recorded_at,,,,,[]
ENTRADA_0002,employment,job,,,,,"[""CARGO""]"
ENTRADA_0002,employment,area,,,,,[]
ENTRADA_0002,employment,site,,,,,"[""CENTRO DE TRABAJO""]"
ENTRADA_0002,employment,effective_from,,,,,[]
ENTRADA_0002,outcomes,company,,,,,[]
ENTRADA_0002,outcomes,person_id,,,,,[]
ENTRADA_0002,outcomes,event_id,,,,,[]
ENTRADA_0002,outcomes,status,,,,,[]
ENTRADA_0002,outcomes,event_date,,,,,[]
ENTRADA_0002,outcomes,available_at,,,,,[]
ENTRADA_0002,outcomes,outcome_group,,,,,[]
ENTRADA_0002,followup,company,,,,,[]
ENTRADA_0002,followup,person_id,,,,,[]
ENTRADA_0002,followup,obs_start,,,,,[]
ENTRADA_0002,followup,obs_end,,,,,[]
ENTRADA_0002,followup,verified_at,,,,,[]
ENTRADA_0002,health_events,company,,ASEAR S.A.S. E.S.P.,,,[]
ENTRADA_0002,health_events,person_id,CEDULA TRABAJADOR,,,,[]
ENTRADA_0002,health_events,event_id,ID_EVENTO_DERIVADO,,,,[]
ENTRADA_0002,health_events,event_date,FECHA INICIAL,,ISO8601,,[]
ENTRADA_0002,health_events,available_at,FECHA INICIAL,,ISO8601,,[]
ENTRADA_0002,health_events,source_kind,,ausentismo_laboral,,,[]
ENTRADA_0002,health_events,days,DIAS DE INCAPACIDAD,,,,"[""DIAS DE INCAPACIDAD""]"
ENTRADA_0002,health_events,severity,,,,,[]
ENTRADA_0002,exposures,company,,,,,[]
ENTRADA_0002,exposures,person_id,,,,,[]
ENTRADA_0002,exposures,start_date,,,,,[]
ENTRADA_0002,exposures,end_date,,,,,[]
ENTRADA_0002,exposures,available_at,,,,,[]
ENTRADA_0002,exposures,exposure_name,,,,,[]
ENTRADA_0002,exposures,exposure_value,,,,,[]
ENTRADA_0003,employment,company,,ASEAR S.A.S. E.S.P.,,,"[""Empresa""]"
ENTRADA_0003,employment,person_id,Identificacion,,,,"[""Identificacion""]"
ENTRADA_0003,employment,spell_id,,,,,[]
ENTRADA_0003,employment,start_date,Fecha Inicio Contrato,,ISO8601,,[]
ENTRADA_0003,employment,end_date,Fecha Fin Contrato,,ISO8601,,[]
ENTRADA_0003,employment,recorded_at,,,,,[]
ENTRADA_0003,employment,job,,,,,"[""Cargo""]"
ENTRADA_0003,employment,area,,,,,[]
ENTRADA_0003,employment,site,,,,,[]
ENTRADA_0003,employment,effective_from,,,,,[]
ENTRADA_0003,outcomes,company,,,,,"[""Empresa""]"
ENTRADA_0003,outcomes,person_id,,,,,"[""Identificacion""]"
ENTRADA_0003,outcomes,event_id,,,,,[]
ENTRADA_0003,outcomes,status,,,,,[]
ENTRADA_0003,outcomes,event_date,,,,,[]
ENTRADA_0003,outcomes,available_at,,,,,[]
ENTRADA_0003,outcomes,outcome_group,,,,,[]
ENTRADA_0003,followup,company,,,,,"[""Empresa""]"
ENTRADA_0003,followup,person_id,,,,,"[""Identificacion""]"
ENTRADA_0003,followup,obs_start,,,,,[]
ENTRADA_0003,followup,obs_end,,,,,[]
ENTRADA_0003,followup,verified_at,,,,,[]
ENTRADA_0003,health_events,company,,,,,"[""Empresa""]"
ENTRADA_0003,health_events,person_id,,,,,"[""Identificacion""]"
ENTRADA_0003,health_events,event_id,,,,,[]
ENTRADA_0003,health_events,event_date,,,,,[]
ENTRADA_0003,health_events,available_at,,,,,[]
ENTRADA_0003,health_events,source_kind,,,,,[]
ENTRADA_0003,health_events,days,,,,,[]
ENTRADA_0003,health_events,severity,,,,,[]
ENTRADA_0003,exposures,company,,,,,"[""Empresa""]"
ENTRADA_0003,exposures,person_id,,,,,"[""Identificacion""]"
ENTRADA_0003,exposures,start_date,,,,,[]
ENTRADA_0003,exposures,end_date,,,,,[]
ENTRADA_0003,exposures,available_at,,,,,[]
ENTRADA_0003,exposures,exposure_name,,,,,[]
ENTRADA_0003,exposures,exposure_value,,,,,[]
ENTRADA_0004,employment,company,,,,,[]
ENTRADA_0004,employment,person_id,,,,,[]
ENTRADA_0004,employment,spell_id,,,,,[]
ENTRADA_0004,employment,start_date,,,,,[]
ENTRADA_0004,employment,end_date,,,,,[]
ENTRADA_0004,employment,recorded_at,,,,,[]
ENTRADA_0004,employment,job,,,,,[]
ENTRADA_0004,employment,area,,,,,[]
ENTRADA_0004,employment,site,,,,,[]
ENTRADA_0004,employment,effective_from,,,,,[]
ENTRADA_0004,outcomes,company,Nombre Empresa Nombre Comercial,,,,[]
ENTRADA_0004,outcomes,person_id,Empleado DNI,,,,[]
ENTRADA_0004,outcomes,event_id,Expediente ID,,,,[]
ENTRADA_0004,outcomes,status,ESTADO_VERSION,,,,[]
ENTRADA_0004,outcomes,event_date,FECHA_VERSION,,ISO8601,,[]
ENTRADA_0004,outcomes,available_at,FECHA_VERSION,,ISO8601,,[]
ENTRADA_0004,outcomes,outcome_group,GRUPO_DESENLACE,,,,[]
ENTRADA_0004,followup,company,,,,,[]
ENTRADA_0004,followup,person_id,,,,,[]
ENTRADA_0004,followup,obs_start,,,,,[]
ENTRADA_0004,followup,obs_end,,,,,[]
ENTRADA_0004,followup,verified_at,,,,,[]
ENTRADA_0004,health_events,company,,,,,[]
ENTRADA_0004,health_events,person_id,,,,,[]
ENTRADA_0004,health_events,event_id,,,,,[]
ENTRADA_0004,health_events,event_date,,,,,[]
ENTRADA_0004,health_events,available_at,,,,,[]
ENTRADA_0004,health_events,source_kind,,,,,[]
ENTRADA_0004,health_events,days,,,,,[]
ENTRADA_0004,health_events,severity,,,,,[]
ENTRADA_0004,exposures,company,,,,,[]
ENTRADA_0004,exposures,person_id,,,,,[]
ENTRADA_0004,exposures,start_date,,,,,[]
ENTRADA_0004,exposures,end_date,,,,,[]
ENTRADA_0004,exposures,available_at,,,,,[]
ENTRADA_0004,exposures,exposure_name,,,,,[]
ENTRADA_0004,exposures,exposure_value,,,,,[]
